,Objem,Materiál nádoby,KU - městská část,KU - městský obvod,KU - ulice,KU - číslo orientační,Název stanoviště,Číslo stanoviště,Typ odpadu,Kód nádoby,Počet nádob,Rajón,T1,T2,T3,T4,Provozovna,lat,long,hash
1115,240 l,Plast,Nové mesto,Bratislava 3,Bardejovská,16,43316 - Bardejovská /16,43316.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,1490887490
1116,240 l,Plast,Nové mesto,Bratislava 3,Bardejovská,17,43317 - Bardejovská /17,43317.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,4696761974
1117,240 l,Plast,Nové mesto,Bratislava 3,Bardejovská,21,43320 - Bardejovská /21,43320.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,4741828404
1118,240 l,Plast,Nové mesto,Bratislava 3,Bardejovská,25,43324 - Bardejovská /25,43324.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,3497425766
1119,120 l,Plast,Nové mesto,Bratislava 3,Bardejovská,27,43325 - Bardejovská /27,43325.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,9690348808
1120,240 l,Plast,Nové mesto,Bratislava 3,Brezovská,11,81312 - Brezovská /11,81312.0,BRO,205.0,1,BR5m,3.0,0.0,0.0,0.0,M1,48.1734143,17.1332176,5764844838
1121,240 l,Plast,Nové mesto,Bratislava 3,Brezovská,19,81316 - Brezovská /19,81316.0,BRO,205.0,1,BR5m,3.0,0.0,0.0,0.0,M1,48.1734143,17.1332176,5558827695
1122,240 l,Plast,Nové mesto,Bratislava 3,Brezovská,21,81322 - Brezovská /21,81322.0,BRO,205.0,1,BR5m,3.0,0.0,0.0,0.0,M1,48.1734143,17.1332176,1807681218
1123,240 l,Plast,Nové mesto,Bratislava 3,Brusnicová,30,81514 - Brusnicová /30,81514.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1727093,17.1086168,1226117904
1124,120 l,Plast,Nové mesto,Bratislava 3,Cintulova,5,43417 - Cintulova /5,43417.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1853073,17.1306498,5375609779
1125,120 l,Plast,Nové mesto,Bratislava 3,Cintulova,2A,43418 - Cintulova /2/a,43418.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1853073,17.1306498,7072950811
1126,120 l,Plast,Nové mesto,Bratislava 3,Čremchová,26,82015 - Čremchová /26,82015.0,BRO,204.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1727182,17.1064291,4477341994
1127,120 l,Plast,Nové mesto,Bratislava 3,Halašova,5,83209 - Halašova /5,83209.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.172605,17.1359856,3894598704
1128,120 l,Plast,Nové mesto,Bratislava 3,Halašova,15,83217 - Halašova /15,83217.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.172605,17.1359856,4664897397
1129,120 l,Plast,Nové mesto,Bratislava 3,Halašova,35,83234 - Halašova /35,83234.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.172605,17.1359856,3191713204
1130,120 l,Plast,Nové mesto,Bratislava 3,Halašova,39,83238 - Halašova /39,83238.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.172605,17.1359856,6630820905
1131,120 l,Plast,Nové mesto,Bratislava 3,Halašova,47,83242 - Halašova /47,83242.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.172605,17.1359856,756471978
1132,120 l,Plast,Nové mesto,Bratislava 3,Hattalova,11,83339 - Hattalova /11,83339.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.17513839999999,17.1364267,2795205355
1133,120 l,Plast,Nové mesto,Bratislava 3,Hlučínska,4,83492 - Hlučínska /4,83492.0,BRO,204.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1610731,17.1277558,4642354742
1134,240 l,Plast,Nové Mesto,Bratislava 3,Horská,7,83532 - Horská /7,83532.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1960778,17.1341977,8439861086
1135,120 l,Plast,Nové mesto,Bratislava 3,Horská,17,45795- Horská /17,45795.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1960778,17.1341977,4957748930
1136,120 l,Plast,Nové mesto,Bratislava 3,Horská,25,83540 - Horská /25,83540.0,BRO,204.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1960778,17.1341977,8997382881
1137,240 l,Plast,Nové Mesto,Bratislava 3,Horská,29,83541 - Horská /29,83541.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1960778,17.1341977,4580849753
1138,120 l,Plast,Nové Mesto,Bratislava 3,Jazdecká,7,84956 - Jazdecká /7,84956.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,0.0,0.0,1615468965
1139,120 l,Plast,Nové Mesto,Bratislava 3,Jazdecká,8,84957 - Jazdecká /8,84957.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,0.0,0.0,6785392651
1140,120 l,Plast,Nové Mesto,Bratislava 3,Jazdecká,15,84964 - Jazdecká /15,84964.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,0.0,0.0,5538158411
1141,240 l,Plast,Nové Mesto,Bratislava 3,Jeséniová,4/A,84990 - Jeséniova /4,84990.0,BRO,205.0,1,BR5m,3.0,0.0,0.0,0.0,M1,48.1684184,17.1078752,5061561532
1142,240 l,Plast,Nové Mesto,Bratislava 3,Jeséniová,4/B,84990 - Jeséniova /4,84990.0,BRO,205.0,1,BR5m,3.0,0.0,0.0,0.0,M1,48.1684184,17.1078752,8422040886
1143,240 l,Plast,Nové Mesto,Bratislava 3,Jeséniová,4/C,84990 - Jeséniova /4,84990.0,BRO,205.0,1,BR5m,3.0,0.0,0.0,0.0,M1,48.1684184,17.1078752,4575823799
1144,240 l,Plast,Nové Mesto,Bratislava 3,Jeséniová,4/D,84990 - Jeséniova /4,84990.0,BRO,205.0,1,BR5m,3.0,0.0,0.0,0.0,M1,48.1684184,17.1078752,4204410147
1145,240 l,Plast,Nové Mesto,Bratislava 3,Jurská,1,85171 - Jurská /1,85171.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1865582,17.1317207,3342354648
1146,240 l,Plast,Nové Mesto,Bratislava 3,Jurská,11,85175 - Jurská /11,85175.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1865582,17.1317207,4824115948
1147,240 l,Plast,Nové Mesto,Bratislava 3,Jurská,13,85176 - Jurská /13,85176.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1865582,17.1317207,3381300255
1148,240 l,Plast,Nové Mesto,Bratislava 3,Jurská,13,85857 - Jurská /13/B,85857.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1865582,17.1317207,4290828143
1149,240 l,Plast,Nové Mesto,Bratislava 3,Kĺzavá,17,817982 - Kĺzavá /11,817982.0,BRO,205.0,1,BR1,0.0,3.0,0.0,0.0,M1,48.1739531,17.095324,1116116599
1150,240 l,Plast,Nové Mesto,Bratislava 3,Lamanského,5,86841 - Lamanského /5,86841.0,BRO,205.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1710782,17.1391199,9707008872
1151,240 l,Plast,Nové Mesto,Bratislava 3,Lamanského,7,86843 - Lamanského /7,86843.0,BRO,205.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1710782,17.1391199,3278866783
1152,120 l,Plast,Nové Mesto,Bratislava 3,Lamanského,10,86844 - Lamanského /10,86844.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1710782,17.1391199,101867454
1153,120 l,Plast,Nové Mesto,Bratislava 3,Lamanského,14,86846 - Lamanského /14,86846.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1710782,17.1391199,3992606955
1154,120 l,Plast,Nové Mesto,Bratislava 3,Lamanského,16,86847 - Lamanského /16,86847.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1710782,17.1391199,5029477001
1155,120 l,Plast,Nové Mesto,Bratislava 3,Letecká,13,87017 - Letecká /13,87017.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,0.0,0.0,5979951200
1156,120 l,Plast,Nové Mesto,Bratislava 3,Letecká,14,87018 - Letecká /14,87018.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,0.0,0.0,6130892944
1157,120 l,Plast,Nové Mesto,Bratislava 3,Lombardiniho,13,87348 - Lombardiniho /13,87348.0,BRO,204.0,1,BR5m,3.0,0.0,0.0,0.0,M1,48.17178,17.1356954,1089146313
1158,120 l,Plast,Nové Mesto,Bratislava 3,Lombardiniho,22,87356 - Lombardiniho /22,87356.0,BRO,204.0,1,BR5m,3.0,0.0,0.0,0.0,M1,48.17178,17.1356954,3514105439
1159,120 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,6,87488 - Ľudové námestie /6,87488.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,5210234573
1160,120 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,7,87489 - Ľudové námestie /7,87489.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,3407865886
1161,120 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,15,87495 - Ľudové námestie /15,87495.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,6357376921
1162,120 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,16,87496 - Ľudové námestie /16,87496.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,8330476866
1163,120 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,18,87498 - Ľudové námestie /18,87498.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,7599466128
1164,240 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,21,87501 - Ľudové námestie /21,87501.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,5046379159
1165,120 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,39,87515 - Ľudové námestie /39,87515.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,1363655719
1166,240 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,38,87514 - Ľudové námestie /38,87514.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,989108577
1167,120 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,40,87516 - Ľudové námestie /40,87516.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,5141629527
1168,240 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,41,87517 - Ľudové námestie /41,87517.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,284635132
1169,240 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,42,87518 - Ľudové námestie /42,87518.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,2765105022
1170,120 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,43,87519 - Ľudové námestie /43,87519.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,3971296951
1171,120 l,Plast,Nové Mesto,Bratislava 3,Magurská,35,87662 - Magurská /35,87662.0,BRO,204.0,1,BR1,0.0,3.0,0.0,0.0,M1,48.1692331,17.0955993,588686887
1172,120 l,Plast,Nové Mesto,Bratislava 3,Matičná,7,88105 - Matičná /7,88105.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.16998599999999,17.1356802,9287046043
1173,120 l,Plast,Nové Mesto,Bratislava 3,Matičná,9,88107 - Matičná /9,88107.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.16998599999999,17.1356802,2338022101
1174,120 l,Plast,Nové Mesto,Bratislava 3,Matičná,20,88117 - Matičná /20,88117.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.16998599999999,17.1356802,4223703110
1175,240 l,Plast,Nové Mesto,Bratislava 3,Matičná,21,88118 - Matičná /21,88118.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.16998599999999,17.1356802,4629403306
1176,120 l,Plast,Nové Mesto,Bratislava 3,Matičná,22,88119 - Matičná /22,88119.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.16998599999999,17.1356802,9001619533
1177,240 l,Plast,Nové Mesto,Bratislava 3,Matičná,24,88121 - Matičná /24,88121.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.16998599999999,17.1356802,2849390263
1178,240 l,Plast,Nové Mesto,Bratislava 3,Matičná,28,88125 - Matičná /28,88125.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.16998599999999,17.1356802,3823371010
1179,120 l,Plast,Nové Mesto,Bratislava 3,Matičná,35,88131 - Matičná /35,88131.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.16998599999999,17.1356802,4332549418
1180,240 l,Plast,Nové Mesto,Bratislava 3,Matičná,41,88136 - Matičná /41,88136.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.16998599999999,17.1356802,5514380801
1181,240 l,Plast,Nové Mesto,Bratislava 3,Merlotová,4,87454 - Merlotová /4,87454.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.17810900000001,17.1149396,7458571874
1182,120 l,Plast,Nové Mesto,Bratislava 3,Muštová,5,88437 - Muštová /5,88437.0,BRO,204.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.17434100000001,17.1230817,2226662350
1183,240 l,Plast,Nové Mesto,Bratislava 3,Neronetová,27,818297 - Neronetová /27,818297.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1769671,17.1150241,4041588423
1184,120 l,Plast,Nové Mesto,Bratislava 3,Novinárska,5,818947 - Novinárska /5,818947.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1709768,17.1355272,9415278763
1185,240 l,Plast,Nové Mesto,Bratislava 3,Novinárska,9,89260 - Novinárska /9,89260.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1709768,17.1355272,7488496804
1186,240 l,Plast,Nové Mesto,Bratislava 3,Novinárska,10,89259 - Novinárska /10,89259.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1709768,17.1355272,3994789094
1187,120 l,Plast,Nové Mesto,Bratislava 3,Ormisova,7,44275 - Ormisova /7,44275.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1845775,17.1311465,5922757392
1188,240 l,Plast,Nové Mesto,Bratislava 3,Pezinská,2,810193 - Pezinská /2,810193.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1867461,17.1296077,6271090390
1189,120 l,Plast,Nové Mesto,Bratislava 3,Pezinská,3,810194 - Pezinská /3,810194.0,BRO,204.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1867461,17.1296077,9720726134
1190,240 l,Plast,Nové Mesto,Bratislava 3,Pezinská,5,810195 - Pezinská /5,810195.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1867461,17.1296077,3689139632
1191,240 l,Plast,Nové Mesto,Bratislava 3,Pezinská,18,85902 - Pezinská /18,85902.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1867461,17.1296077,2116468624
1192,120 l,Plast,Nové Mesto,Bratislava 3,Pionierska,1,810317 - Pionierska /1,810317.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.16449129999999,17.120058,192588408
1193,120 l,Plast,Nové Mesto,Bratislava 3,Pionierska,5,810321 - Pionierska /5,810321.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.16449129999999,17.120058,9997531660
1194,120 l,Plast,Nové Mesto,Bratislava 3,Pionierska,7,810323 - Pionierska /7,810323.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.16449129999999,17.120058,6829125389
1195,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,3,810460 - Pluhová /3,810460.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,874040535
1196,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,11,810463 - Pluhová /11,810463.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,5643372359
1197,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,23,810470 - Pluhová /23,810470.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,2676399283
1198,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,33,810477 - Pluhová /33,810477.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,9818094471
1199,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,44,810485 - Pluhová /44,810485.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,55325440
1200,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,45,810487 - Pluhová /45,810487.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,9473890909
1223,120 l,Plast,Nové mesto,Bratislava 3,Ľudové námestie,26,87505 - Ľudové námestie /26,87505.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698104,17.1342945,3597374098
1224,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,47,810489 - Pluhová /47,810489.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,2466685104
1225,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,48,810490 - Pluhová /48,810490.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,6405409518
1226,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,50,810493 - Pluhová /50,810493.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,2586635478
1227,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,54,810496 - Pluhová /54,810496.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,1389147795
1228,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,58,810499 - Pluhová /58,810499.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,1979767301
1229,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,60,810501 - Pluhová /60,810501.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,4618636689
1230,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,62,810503 - Pluhová /62,810503.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,486534819
1231,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,64,810505 - Pluhová /64,810505.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,5477552180
1232,240 l,Plast,Nové Mesto,Bratislava 3,Pluhová,72,810510 - Pluhová /72,810510.0,BRO,205.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,6149380959
1233,120 l,Plast,Nové Mesto,Bratislava 3,Pluhová,10/A,817951- Pluhová /10A,817951.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,5724008644
1234,240 l,Plast,Nové Mesto,Bratislava 3,Pluhová,70A,45639 - Pluhová / 70A,45639.0,BRO,205.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1743333,17.1357129,4249025044
1235,120 l,Plast,Nové Mesto,Bratislava 3,Pohronská,13,811153 - Pohronská /13,811153.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698388,17.1333289,4427174700
1236,240 l,Plast,Nové Mesto,Bratislava 3,Pohronská,17,811157 - Pohronská /17,811157.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698388,17.1333289,3271448859
1237,120 l,Plast,Nové Mesto,Bratislava 3,Pohronská,19,811159 - Pohronská /19,811159.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1698388,17.1333289,8852354640
1238,120 l,Plast,Nové Mesto,Bratislava 3,Považská,4,811400 - Považská /4,811400.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,2998834256
1239,120 l,Plast,Nové Mesto,Bratislava 3,Považská,12,811406 - Považská /12,811406.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,9874534424
1240,240 l,Plast,Nové Mesto,Bratislava 3,Považská,18,811411 - Považská /18,811411.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,1881465520
1241,120 l,Plast,Nové Mesto,Bratislava 3,Považská,19,811412 - Považská /19,811412.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,7272454760
1242,120 l,Plast,Nové Mesto,Bratislava 3,Považská,27,811419 - Považská /27,811419.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,3349623888
1243,120 l,Plast,Nové Mesto,Bratislava 3,Považská,28,811420 - Považská /28,811420.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,1846087836
1244,120 l,Plast,Nové Mesto,Bratislava 3,Považská,33,811425 - Považská /33,811425.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,7734889848
1245,120 l,Plast,Nové Mesto,Bratislava 3,Považská,40,811429 - Považská /40,811429.0,BRO,204.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,5212054099
1246,240 l,Plast,Nové Mesto,Bratislava 3,Považská,44,811431 - Považská /44,811431.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,1121625104
1247,240 l,Plast,Nové Mesto,Bratislava 3,Považská,50,811434 - Považská /50,811434.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1706651,17.1330156,8179090769
1248,240 l,Plast,Nové Mesto,Bratislava 3,Pri Bielom kríži,30,44438 - Pri Bielom kríži /30,44438.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1834925,17.1291594,5978144986
1249,120 l,Plast,Nové Mesto,Bratislava 3,Pri Dynamitke,5,811513 - Pri Dynamitke /5,811513.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1751456,17.1332851,1203371726
1250,120 l,Plast,Nové Mesto,Bratislava 3,Pri Dynamitke,12,811518 - Pri Dynamitke /12,811518.0,BRO,204.0,1,BR4,3.0,0.0,0.0,0.0,M1,48.1751456,17.1332851,4594071469
1251,240 l,Plast,Nové Mesto,Bratislava 3,Priečna,8,812082 - Priečna /8,812082.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1647139,17.12963,6001634665
1252,240 l,Plast,Nové Mesto,Bratislava 3,Račianska,125,812401 - Račianska /125,812401.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1805779,17.1290927,119598430
1253,120 l,Plast,Nové Mesto,Bratislava 3,Račianska,127,812403 - Račianska /127,812403.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1805779,17.1290927,4677766311
1254,120 l,Plast,Nové Mesto,Bratislava 3,Račianska,132,812407 - Račianska /132,812407.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1805779,17.1290927,8828394222
1255,120 l,Plast,Nové Mesto,Bratislava 3,Račianska,134,812408 - Račianska /134,812408.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1805779,17.1290927,4393705106
1256,120 l,Plast,Nové Mesto,Bratislava 3,Račianska,144,812413 - Račianska /144,812413.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1805779,17.1290927,6886520769
1257,240 l,Plast,Nové Mesto,Bratislava 3,Račianska,150,812415 - Račianska /150,812415.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1805779,17.1290927,3270358430
1258,240 l,Plast,Nové Mesto,Bratislava 3,Račianska,164,812423 - Račianska /164,812423.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1805779,17.1290927,9851135889
1259,240 l,Plast,Nové Mesto,Bratislava 3,Račianska,168,812425 - Račianska /168,812425.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1805779,17.1290927,1898020726
1260,120 l,Plast,Nové Mesto,Bratislava 3,Rešetkova,1,812766 - Rešetkova /1,812766.0,BRO,204.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.16391950000001,17.1303359,4378825684
1261,240 l,Plast,Nové Mesto,Bratislava 3,Sliačska,4,813618 - Sliačska /4,813618.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1746811,17.1177296,5465803293
1262,240 l,Plast,Nové Mesto,Bratislava 3,Sliačska,11,813627 - Sliačska /11,813627.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1746811,17.1177296,2110618267
1263,240 l,Plast,Nové Mesto,Bratislava 3,Sliačska,13,813629 - Sliačska /13,813629.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1746811,17.1177296,4796271917
1264,240 l,Plast,Nové Mesto,Bratislava 3,Sliačska,15,813635 - Sliačska /15,813635.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1746811,17.1177296,7989303430
1265,240 l,Plast,Nové Mesto,Bratislava 3,Sliačska,30,813642 - Sliačska /30,813642.0,BRO,204.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1746811,17.1177296,7166150294
1266,240 l,Plast,Nové Mesto,Bratislava 3,Sliačska,36,813645 - Sliačska /36,813645.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1746811,17.1177296,7586608055
1267,240 l,Plast,Nové Mesto,Bratislava 3,Sliačska,,813657 - Sliačska / ,813657.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1746811,17.1177296,8667096735
1268,240 l,Plast,Nové Mesto,Bratislava 3,Rizlingová,4,813616 - Rizlingová /4,813616.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1738976,17.1206472,1136295066
1269,240 l,Plast,Nové Mesto,Bratislava 3,Sliačska,7/D,813619 - Sliačska /7,813619.0,BRO,205.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1746811,17.1177296,8983270372
1270,120 l,Plast,Nové Mesto,Bratislava 3,Sliezska,3,813663 - Sliezska /3,813663.0,BRO,204.0,1,BR5m,0.0,5.0,0.0,0.0,M1,48.1614719,17.1281021,8733978591
1271,240 l,Plast,Nové Mesto,Bratislava 3,Slnečná,8,813717 - Slnečná /8,813717.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,0.0,0.0,9670342881
