,Objem,Materiál nádoby,KU - městská část,KU - městský obvod,KU - ulice,KU - číslo orientační,Název stanoviště,Číslo stanoviště,Typ odpadu,Kód nádoby,Počet nádob,Rajón,T1,T2,T3,T4,Provozovna,lat,long,hash
2440,120 l,Plast,Rusovce,Bratislava 5,Antická,2,8330 - Antická /2,8330.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,5437761055
2441,240 l,Plast,Rusovce,Bratislava 5,Antická,3,8332 - Antická /3,8332.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,8685515566
2442,120 l,Plast,Rusovce,Bratislava 5,Antická,7,8336 - Antická /7,8336.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,6919976456
2443,240 l,Plast,Rusovce,Bratislava 5,Attidova,2,8190834 - Attidova /2,8190834.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0442543,17.1583314,2870574369
2444,240 l,Plast,Rusovce,Bratislava 5,Attidova,14,8376 - Attidova /14,8376.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0442543,17.1583314,9460714923
2445,240 l,Plast,Rusovce,Bratislava 5,Attidova,15,8366 - Attidova /15,8366.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0442543,17.1583314,2777049274
2446,240 l,Plast,Rusovce,Bratislava 5,Attidova,22,8190859 - Attidova /22,8190859.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0442543,17.1583314,2632231055
2447,240 l,Plast,Rusovce,Bratislava 5,Dolichénska,25,8374 - Dolichénska /25,8374.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,3880176304
2448,240 l,Plast,Rusovce,Bratislava 5,Attidova, 18,8372 - Attidova /18,8372.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0442543,17.1583314,1562631325
2449,240 l,Plast,Rusovce,Bratislava 5,Balkánska,8,8394 - Balkánska /8,8394.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,5987135756
2450,120 l,Plast,Rusovce,Bratislava 5,Balkánska,10/5,8395 - Balkánska /10,8395.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,8160395494
2451,120 l,Plast,Rusovce,Bratislava 5,Balkánska,10,8397 - Balkánska /10,8397.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,447289220
2452,240 l,Plast,Rusovce,Bratislava 5,Balkánska,29,8418 - Balkánska /29,8418.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,4047767182
2453,240 l,Plast,Rusovce,Bratislava 5,Balkánska,39,8427 - Balkánska /39,8427.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,8858167768
2454,120 l,Plast,Rusovce,Bratislava 5,Balkánska,42,8429 - Balkánska /42,8429.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,9601291826
2455,240 l,Plast,Rusovce,Bratislava 5,Balkánska,43,8430 - Balkánska /43,8430.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,9335336330
2456,240 l,Plast,Rusovce,Bratislava 5,Balkánska,48,8433 - Balkánska /48,8433.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,1126548711
2457,240 l,Plast,Rusovce,Bratislava 5,Balkánska,78,8452 - Balkánska /78,8452.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,9950579546
2458,240 l,Plast,Rusovce,Bratislava 5,Balkánska,85,8457 - Balkánska /85,8457.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,8901501884
2459,120 l,Plast,Rusovce,Bratislava 5,Balkánska,102,8468 - Balkánska /102,8468.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,7033278865
2460,240 l,Plast,Rusovce,Bratislava 5,Balkánska,104,8473 - Balkánska /104,8473.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,8189106949
2461,120 l,Plast,Rusovce,Bratislava 5,Balkánska,106,8476 - Balkánska /106,8476.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,9153769412
2462,120 l,Plast,Rusovce,Bratislava 5,Balkánska,125,8495 - Balkánska /132,8495.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,7916017095
2463,120 l,Plast,Rusovce,Bratislava 5,Balkánska,139,818642 - Balkánska /139,818642.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,7742980236
2464,240 l,Plast,Rusovce,Bratislava 5,Balkánska,142,8513 - Balkánska /142,8513.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,8514679344
2465,240 l,Plast,Rusovce,Bratislava 5,Balkánska,183,8541 - Balkánska /183,8541.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,7755204315
2466,120 l,Plast,Rusovce,Bratislava 5,Balkánska,79,8453 - Balkánska /79,8453.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,9230996476
2467,120 l,Plast,Rusovce,Bratislava 5,Balkánska,160/A,8574 - Balkánska /160/A,8574.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,3329946791
2468,240 l,Plast,Rusovce,Bratislava 5,Balkánska,"115/A,",8489 - Balkánska /115,8489.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,2343568258
2469,120 l,Plast,Rusovce,Bratislava 5,Balkánska,179/A,8540 - Balkánska /179,8540.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0528147,17.1482599,3610803404
2470,240 l,Plast,Rusovce,Bratislava 5,Bronzová,1,81460 - Bronzová /1,81460.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,9064542762
2471,120 l,Plast,Rusovce,Bratislava 5,Bronzová,2,81461 - Bronzová /2,81461.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,3175953038
2472,120 l,Plast,Rusovce,Bratislava 5,Bronzová,3,81462 - Bronzová /3,81462.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,1335962337
2473,240 l,Plast,Rusovce,Bratislava 5,Bronzová,5,81464 - Bronzová /5,81464.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,8022459932
2474,240 l,Plast,Rusovce,Bratislava 5,Bronzová,7,81466 - Bronzová /7,81466.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,9362570394
2475,240 l,Plast,Rusovce,Bratislava 5,Bronzová,9,81468 - Bronzová /9,81468.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,113432334
2476,240 l,Plast,Rusovce,Bratislava 5,Bronzová,10,81469 - Bronzová /10,81469.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,9146257871
2477,120 l,Plast,Rusovce,Bratislava 5,Bronzová,14,81472 - Bronzová /14,81472.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,9349202212
2478,120 l,Plast,Rusovce,Bratislava 5,Bronzová,15,81473 - Bronzová /15,81473.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,8613108684
2479,120 l,Plast,Rusovce,Bratislava 5,Bronzová,16,81474 - Bronzová /16,81474.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,864840389
2480,120 l,Plast,Rusovce,Bratislava 5,Bronzová,18,81476 - Bronzová /18,81476.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,6157432068
2481,120 l,Plast,Rusovce,Bratislava 5,Bronzová,20,81478 - Bronzová /20,81478.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,9524728980
2482,240 l,Plast,Rusovce,Bratislava 5,Bronzová,23,81480 - Bronzová /23,81480.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,5350653605
2483,240 l,Plast,Rusovce,Bratislava 5,Bronzová,39,81488 - Bronzová /39,81488.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,4344493241
2484,240 l,Plast,Rusovce,Bratislava 5,Bronzová,2/B,81495 - Bronzová /2/B,81495.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,3022572203
2485,240 l,Plast,Rusovce,Bratislava 5,Bronzová,2/C,81496 - Bronzová /2/C,81496.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,0.0,0.0,2136153211
2486,120 l,Plast,Rusovce,Bratislava 5,Colnícka,12 A,81822 - Colnícka /12/A,81822.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,271999557
2487,120 l,Plast,Rusovce,Bratislava 5,Colnícka,1D,81824 - Colnícka /1D,81824.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,3535781767
2488,240 l,Plast,Rusovce,Bratislava 5,Colnícka,4/D,81829 - Colnícka /4,81829.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,6582338506
2489,120 l,Plast,Rusovce,Bratislava 5,Colnícka,5,81861 - Colnícka /5,81861.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,5919489966
2490,120 l,Plast,Rusovce,Bratislava 5,Colnícka,7,81831 - Colnícka /7,81831.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,7771213106
2491,120 l,Plast,Rusovce,Bratislava 5,Colnícka,17,81840 - Colnícka /17,81840.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,2229332531
2492,240 l,Plast,Rusovce,Bratislava 5,Colnícka,19,81842 - Colnícka /19,81842.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,7020021352
2493,240 l,Plast,Rusovce,Bratislava 5,Colnícka,21,81843 - Colnícka /21,81843.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,3411340669
2494,120 l,Plast,Rusovce,Bratislava 5,Colnícka,35,81849 - Colnícka /35,81849.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,1089127879
2495,240 l,Plast,Rusovce,Bratislava 5,Colnícka,104,81850 - Colnícka /104,81850.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,6892501972
2496,240 l,Plast,Rusovce,Bratislava 5,Colnícka,215,81855 - Colnícka /215,81855.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,2855898705
2497,240 l,Plast,Rusovce,Bratislava 5,Colnícka,396/11,81859 - Colnícka /2,81859.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,947500692
2498,120 l,Plast,Rusovce,Bratislava 5,Colnícka,,81857 - Colnícka /33A,81857.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,8328610887
2499,240 l,Plast,Rusovce,Bratislava 5,Colnícka,11A,81860 - Colnícka /11A,81860.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0583828,17.1430806,8719865813
2500,240 l,Plast,Rusovce,Bratislava 5,Dolichénska,4,817871 - Dolichénska /4,817871.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,7771608354
2501,240 l,Plast,Rusovce,Bratislava 5,Dolichénska, 1,818540 - Dolichenská /1,818540.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,1839523231
2502,120 l,Plast,Rusovce,Bratislava 5,Dolichénska,8,82618 - Dolichénska /8,82618.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,6657703929
2503,240 l,Plast,Rusovce,Bratislava 5,Dolichénska,14,818600 - Dolichénska / 14,818600.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,5778595427
2504,240 l,Plast,Rusovce,Bratislava 5,Dolichénska,16,82619 - Dolichénska /16,82619.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,8043833977
2505,120 l,Plast,Rusovce,Bratislava 5,Dolichénska,17,82621 - Dolichénska /17,82621.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,7510265029
2506,240 l,Plast,Rusovce,Bratislava 5,Dolichénska,18,818208 - Dolichenská /18,818208.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,6892921024
2507,240 l,Plast,Rusovce,Bratislava 5,Dolichénska,22,8190871 - Dolichenská /22,8190871.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,8063798139
2508,240 l,Plast,Rusovce,Bratislava 5,Dolichénska, 625,819094 - Dolichenská /19,819094.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0439208,17.1576745,6011171748
2509,240 l,Plast,Rusovce,Bratislava 5,Domiciánová,7,85236 - Domiciánová /7,85236.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.046141,17.1586452,8908372716
2510,240 l,Plast,Rusovce,Bratislava 5,Domiciánová,10,82654 - Domiciánova /10,82654.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.046141,17.1586452,7985402459
2511,120 l,Plast,Rusovce,Bratislava 5,Domiciánová,1483,818529 - Domiciánova /4,818529.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.046141,17.1586452,4668192693
2512,120 l,Plast,Rusovce,Bratislava 5,Druidská,2,82821 - Druidská /2,82821.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0482758,17.1561163,7019988773
2513,240 l,Plast,Rusovce,Bratislava 5,Druidská,5,82824 - Druidská /5,82824.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0482758,17.1561163,5847364196
2514,240 l,Plast,Rusovce,Bratislava 5,Druidská,8,82828 - Druidská /8,82828.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0482758,17.1561163,4435505926
2515,240 l,Plast,Rusovce,Bratislava 5,Druidská,,82834 - Druidská /,82834.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0482758,17.1561163,6671924712
2516,120 l,Plast,Rusovce,Bratislava 5,Firmova,13,82997 - Firmova /13,82997.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0435722,17.1569935,174812975
2517,240 l,Plast,Rusovce,Bratislava 5,Fláviovská,8,812475 - Fláviovska /8,812475.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,3283335317
2518,120 l,Plast,Rusovce,Bratislava 5,Fláviovská,9,83011 - Fláviovska /9,83011.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,8399314882
2519,240 l,Plast,Rusovce,Bratislava 5,Fláviovská,12,83013 - Fláviovska /12,83013.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,1876073999
2520,240 l,Plast,Rusovce,Bratislava 5,Fláviovská,35,83025 - Fláviovska /35,83025.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,8958807464
2521,240 l,Plast,Rusovce,Bratislava 5,Fláviovská,37,83026 - Fláviovska /37,83026.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,8824073506
2522,240 l,Plast,Rusovce,Bratislava 5,Fláviovská,39,83027 - Fláviovska /39,83027.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,1273897983
2523,240 l,Plast,Rusovce,Bratislava 5,Fláviovská,45,83028 - Fláviovska /45,83028.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,4427182822
2524,120 l,Plast,Rusovce,Bratislava 5,Fláviovská,53,83031 - Fláviovska /53,83031.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,9022704723
2525,120 l,Plast,Rusovce,Bratislava 5,Fláviovská, 1A,83033 - Fláviovska / ,83033.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,7563303498
2526,240 l,Plast,Rusovce,Bratislava 5,Fláviovská,1,819234 - Fláviovská /1,819234.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.04076999999999,17.1602366,9648916837
2527,240 l,Plast,Rusovce,Bratislava 5,Gerulatská,2C,83100 - Gerulatská /2C,83100.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.05500190000001,17.1486936,9111388605
2528,120 l,Plast,Rusovce,Bratislava 5,Laury Henckelovej,3A,83101 - Laury Henckelovej /3A,83101.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,0.0,0.0,8749273947
2529,240 l,Plast,Rusovce,Bratislava 5,Hadriánová,10,83152 - Hadrianova /10,83152.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0378353,17.163318,6727392034
2530,240 l,Plast,Rusovce,Bratislava 5,Hadriánová,1,83155 - Hadriánova /,83155.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0378353,17.163318,5174320205
2531,240 l,Plast,Rusovce,Bratislava 5,Hadriánová,11,83153 - Hadriánova /11,83153.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0378353,17.163318,3970248503
2532,240 l,Plast,Rusovce,Bratislava 5,Hadriánová,12,83154 - Hadriánova /12,83154.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0378353,17.163318,8597638011
2533,120 l,Plast,Rusovce,Bratislava 5,Hadriánová,3,83156 - Hadriánová /3,83156.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0378353,17.163318,5865078759
2534,120 l,Plast,Rusovce,Bratislava 5,Hadriánová,6,818982 - Hadriánova /6,818982.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0378353,17.163318,1435933779
2535,120 l,Plast,Rusovce,Bratislava 5,Hadriánová,8,83157 - Hadriánová /8,83157.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0378353,17.163318,6399813253
2536,240 l,Plast,Rusovce,Bratislava 5,Hadriánová,9,83158 - Hadriánová /9,83158.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0378353,17.163318,6246779611
2537,240 l,Plast,Rusovce,Bratislava 5,Hadriánová,2,8190801 - Hadriánová /2,8190801.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0378353,17.163318,6182462476
2538,240 l,Plast,Rusovce,Bratislava 5,Hájová,25,83174 - Hájová /25,83174.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,815601281
2539,240 l,Plast,Rusovce,Bratislava 5,Hájová,26,83177 - Hájová /26,83177.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,947315161
2540,120 l,Plast,Rusovce,Bratislava 5,Hájová,32,83180 - Hájová /32,83180.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,1822473451
2541,240 l,Plast,Rusovce,Bratislava 5,Hájová,34,83182 - Hájová /34,83182.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,8674821373
2542,120 l,Plast,Rusovce,Bratislava 5,Hájová,36,83184 - Hájová /36,83184.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,6652846929
2543,120 l,Plast,Rusovce,Bratislava 5,Hájová,43,83189 - Hájová /43,83189.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,8844462979
2544,120 l,Plast,Rusovce,Bratislava 5,Hájová,51,83192 - Hájová /51,83192.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,4350196907
2545,120 l,Plast,Rusovce,Bratislava 5,Hájová,30 /A,83204 - Hájová /30/A,83204.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,1295517769
2546,240 l,Plast,Rusovce,Bratislava 5,Hájová,35/A,83205 - Hájová /35/A,83205.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,7283198895
2547,240 l,Plast,Rusovce,Bratislava 5,Hájová,45A,83190 - Hájová /45,83190.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0607256,17.1414887,7428063685
2548,120 l,Plast,Rusovce,Bratislava 5,Ilýrska,35,8190793 - Ilýrska /35,8190793.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0461949,17.1537142,9791997648
2549,240 l,Plast,Rusovce,Bratislava 5,Ilýrska,39,84388 - Ilýrska /39,84388.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0461949,17.1537142,9117237044
2550,120 l,Plast,Rusovce,Bratislava 5,Ilýrska,41,84389 - Ilýrska /41,84389.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0461949,17.1537142,3366380748
2551,120 l,Plast,Rusovce,Bratislava 5,Ilýrska, ,84396 - Ilýrska /2,84396.0,BRO,204.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0461949,17.1537142,7140761212
2552,240 l,Plast,Rusovce,Bratislava 5,Irkutská,6,84412 - Irkutská /6,84412.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0568493,17.1463769,617908285
2553,240 l,Plast,Rusovce,Bratislava 5,Irkutská,34,84424 - Irkutská /34,84424.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0568493,17.1463769,5737833095
2554,120 l,Plast,Rusovce,Bratislava 5,Irkutská,86,84433 - Irkutská /86,84433.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0568493,17.1463769,4196695909
2555,240 l,Plast,Rusovce,Bratislava 5,Irkutská,92,84436 - Irkutská /92,84436.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0568493,17.1463769,3483048187
2556,240 l,Plast,Rusovce,Bratislava 5,Irkutská,6/A,84411 - Irkutská /6,84411.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0568493,17.1463769,7632592872
2557,120 l,Plast,Rusovce,Bratislava 5,Jána Dekana,5,"819064 - Jána Dekana /5,7,9",819064.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,6474855556
2558,120 l,Plast,Rusovce,Bratislava 5,Jána Dekana,14,84684 - Jána Dekana / ,84684.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,5266117368
2559,240 l,Plast,Rusovce,Bratislava 5,Jána Dekana, 15,818662 - Jána Dekana / 15,818662.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,4943580503
2560,240 l,Plast,Rusovce,Bratislava 5,Jána Dekana,19,84678 - Jána Dekana /19,84678.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,3467824429
2561,120 l,Plast,Rusovce,Bratislava 5,Jána Dekana,20,84679 - Jána Dekana /20,84679.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,7921537083
2562,120 l,Plast,Rusovce,Bratislava 5,Jána Dekana,21,84680 - Jána Dekana /21,84680.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,5546850262
2563,120 l,Plast,Rusovce,Bratislava 5,Jána Dekana,22,84681 - Jána Dekana /22,84681.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,2066857868
2564,240 l,Plast,Rusovce,Bratislava 5,Jána Dekana,26,84683 - Jána Dekana /26,84683.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,7629993905
2565,120 l,Plast,Rusovce,Bratislava 5,Jána Dekana,28,818561 - Jána Dekana /28,818561.0,BRO,204.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,1319647393
2566,240 l,Plast,Rusovce,Bratislava 5,Jána Dekana, 99,84686 - Jána Dekana /29 ,84686.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0610502,17.1393504,7888712820
2567,240 l,Plast,Rusovce,Bratislava 5,Keltská,7,818246 - Keltská /7,818246.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0483533,17.1549932,1468363869
2568,240 l,Plast,Rusovce,Bratislava 5,Keltská,23,85330 - Keltská /23,85330.0,BRO,205.0,1,BR4,5.0,0.0,0.0,0.0,M1,48.0483533,17.1549932,6705640907
1,120 l,Plast,Rača,Bratislava 3,Hrušková,5,83857 - Hrušková /5,83857.0,BRO,17.0,1,BR2,3.0,0.0,0.0,0.0,M1,48.2038441,17.1526131,3878327785
37,240 l,Plast,Nové mesto,Bratislava 3,Bardejovská,22,43321 - Bardejovská /22,43321.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,150299210
50,240 l,Plast,Rača,Bratislava 3,Úžiny,18,41240 - Úžiny 0/1,41240.0,BRO,205.0,1,BR1,3.0,0.0,0.0,0.0,M1,48.206971,17.1464766,5326661645
491,240 l,Plast,Nové Mesto,Bratislava 3,Novinárska,8,89258 - Novinárska /8,89258.0,BRO,205.0,1,BR5m,0.0,3.0,0.0,0.0,M1,48.1709768,17.1355272,937220164
1110,240 l,Plast,Nové mesto,Bratislava 3,Bardejovská,2,43299 - Bardejovská /2,43299.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,5967783222
1111,240 l,Plast,Nové mesto,Bratislava 3,Bardejovská,5,43302 - Bardejovská /5,43302.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,8002350384
1112,240 l,Plast,Nové mesto,Bratislava 3,Bardejovská,13,43313 - Bardejovská /13,43313.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,4334477994
1113,240 l,Plast,Nové mesto,Bratislava 3,Bardejovská,14,43314 - Bardejovská /14,43314.0,BRO,205.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,8999391502
1114,120 l,Plast,Nové mesto,Bratislava 3,Bardejovská,15,43315 - Bardejovská /15,43315.0,BRO,204.0,1,BR4,0.0,3.0,0.0,0.0,M1,48.1833647,17.1302401,6069908457
